country,year,decade,population,continent,life_exp,life_exp_bin,gdp_cap,gdp_cap_bin,gdp_total
Germany,2007-01-01,2000,82400996,Europe,79.406,Very High,32170.37442,Very High,2650870893900.9224
Ghana,1952-01-01,1950,5581001,Africa,43.149,Low,911.2989371,Low,5085960279.254037
Ghana,1957-01-01,1950,6391288,Africa,44.779,Low,1043.561537,Low,6669702328.689656
Ghana,1962-01-01,1960,7355248,Africa,46.452,Low,1190.041118,Low,8753047553.087265
Ghana,1967-01-01,1960,8490213,Africa,48.072,Low,1125.69716,Low,9557408661.895079
Ghana,1972-01-01,1970,9354120,Africa,49.875,Medium,1178.223708,Low,11021245951.47696
Ghana,1977-01-01,1970,10538093,Africa,51.756,Medium,993.2239571,Low,10466686429.74781
Ghana,1982-01-01,1980,11400338,Africa,53.744,Medium,876.032569,Low,9987067385.608322
Ghana,1987-01-01,1980,14168101,Africa,55.729,Medium,847.0061135,Low,12000468163.685463
Ghana,1992-01-01,1990,16278738,Africa,57.501,Medium,925.060154,Low,15058811881.205652
Ghana,1997-01-01,1990,18418288,Africa,58.556,Medium,1005.245812,Low,18514906876.209854
Ghana,2002-01-01,2000,20550751,Africa,58.453,Medium,1111.984578,Low,22852118178.31808
Ghana,2007-01-01,2000,22873338,Africa,60.022,Medium,1327.60891,Medium,30366847330.241577
Greece,1952-01-01,1950,7733250,Europe,65.86,High,3530.690067,Medium,27303708960.62775
Greece,1957-01-01,1950,8096218,Europe,67.86,High,4916.299889,High,39803435654.7198
Greece,1962-01-01,1960,8448233,Europe,69.51,High,6017.190733,High,50834629317.82479
Greece,1967-01-01,1960,8716441,Europe,71.0,Very High,8513.097016,High,74203907867.24005
Greece,1972-01-01,1970,8888628,Europe,72.34,Very High,12724.82957,Very High,113106276411.12996
Greece,1977-01-01,1970,9308479,Europe,73.68,Very High,14195.52428,Very High,132138739654.37012
Greece,1982-01-01,1980,9786480,Europe,75.24,Very High,15268.42089,Very High,149424095671.5672
Greece,1987-01-01,1980,9974490,Europe,76.67,Very High,16120.52839,Very High,160794049220.7711
Greece,1992-01-01,1990,10325429,Europe,77.03,Very High,17541.49634,Very High,181123475012.42987
Greece,1997-01-01,1990,10502372,Europe,77.869,Very High,18747.69814,Very High,196895300009.9881
Greece,2002-01-01,2000,10603863,Europe,78.256,Very High,22514.2548,Very High,238738073446.2924
Greece,2007-01-01,2000,10706290,Europe,79.483,Very High,27538.41188,Very High,294834223726.7252
Guatemala,1952-01-01,1950,3146381,Americas,42.023,Low,2428.237769,Medium,7640161179.863989
Guatemala,1957-01-01,1950,3640876,Americas,44.142,Low,2617.155967,Medium,9528740348.507093
Guatemala,1962-01-01,1960,4208858,Americas,46.954,Low,2750.364446,Medium,11575893401.462667
Guatemala,1967-01-01,1960,4690773,Americas,50.016,Medium,3242.531147,Medium,15209977556.006632
Guatemala,1972-01-01,1970,5149581,Americas,53.738,Medium,4031.408271,High,20760063435.58445
Guatemala,1977-01-01,1970,5703430,Americas,56.029,Medium,4879.992748,High,27832697038.72564
Guatemala,1982-01-01,1980,6395630,Americas,58.137,Medium,4820.49479,High,30830101093.7677
Guatemala,1987-01-01,1980,7326406,Americas,60.782,High,4246.485974,High,31111480318.829445
Guatemala,1992-01-01,1990,8486949,Americas,63.373,High,4439.45084,High,37677392867.087166
Guatemala,1997-01-01,1990,9803875,Americas,66.322,High,4684.313807,High,45924427024.60213
Guatemala,2002-01-01,2000,11178650,Americas,68.978,High,4858.347495,High,54309766224.98175
Guatemala,2007-01-01,2000,12572928,Americas,70.259,High,5186.050003,High,65203833292.11879
Guinea,1952-01-01,1950,2664249,Africa,33.609,Low,510.1964923,Low,1359290494.4137826
Guinea,1957-01-01,1950,2876726,Africa,34.558,Low,576.2670245,Low,1657762332.321787
Guinea,1962-01-01,1960,3140003,Africa,35.753,Low,686.3736739,Low,2155215395.1670218
Guinea,1967-01-01,1960,3451418,Africa,37.197,Low,708.7595409,Low,2446225437.1339965
Guinea,1972-01-01,1970,3811387,Africa,38.842,Low,741.6662307,Low,2826777030.028981
Guinea,1977-01-01,1970,4227026,Africa,40.762,Low,874.6858643,Low,3697319890.228572
Guinea,1982-01-01,1980,4710497,Africa,42.891,Low,857.2503577,Low,4038075238.194777
Guinea,1987-01-01,1980,5650262,Africa,45.552,Low,805.5724718,Low,4551695525.657612
Guinea,1992-01-01,1990,6990574,Africa,48.576,Medium,794.3484384,Low,5552951540.4196415
Guinea,1997-01-01,1990,8048834,Africa,51.455,Medium,869.4497668,Low,6998056844.311912
Guinea,2002-01-01,2000,8807818,Africa,53.676,Medium,945.5835837,Low,8328528109.017366
Guinea,2007-01-01,2000,9947814,Africa,56.007,Medium,942.6542111,Low,9377348758.339535
Guinea-Bissau,1952-01-01,1950,580653,Africa,32.5,Low,299.850319,Low,174108987.27830702
Guinea-Bissau,1957-01-01,1950,601095,Africa,33.489,Low,431.7904566,Low,259547084.509977
Guinea-Bissau,1962-01-01,1960,627820,Africa,34.488,Low,522.0343725,Low,327743619.74295
Guinea-Bissau,1967-01-01,1960,601287,Africa,35.492,Low,715.5806402,Low,430269336.40393734
Guinea-Bissau,1972-01-01,1970,625361,Africa,36.486,Low,820.2245876,Low,512936468.3261236
Guinea-Bissau,1977-01-01,1970,745228,Africa,37.465,Low,764.7259628,Low,569895199.8055184
Guinea-Bissau,1982-01-01,1980,825987,Africa,39.327,Low,838.1239671,Low,692279501.2130277
Guinea-Bissau,1987-01-01,1980,927524,Africa,41.245,Low,736.4153921,Low,683042950.1421604
Guinea-Bissau,1992-01-01,1990,1050938,Africa,43.266,Low,745.5398706,Low,783516180.5286227
Guinea-Bissau,1997-01-01,1990,1193708,Africa,44.873,Low,796.6644681,Low,950984748.8867148
Guinea-Bissau,2002-01-01,2000,1332459,Africa,45.504,Low,575.7047176,Low,767102932.3085784
Guinea-Bissau,2007-01-01,2000,1472041,Africa,46.388,Low,579.231743,Low,852652874.197463
Haiti,1952-01-01,1950,3201488,Americas,37.579,Low,1840.366939,Medium,5891912670.805232
Haiti,1957-01-01,1950,3507701,Americas,40.696,Low,1726.887882,Medium,6057406350.579282
Haiti,1962-01-01,1960,3880130,Americas,43.59,Low,1796.589032,Medium,6970999000.73416
Haiti,1967-01-01,1960,4318137,Americas,46.243,Low,1452.057666,Medium,6270183933.688242
Haiti,1972-01-01,1970,4698301,Americas,48.042,Low,1654.456946,Medium,7773136723.848746
Haiti,1977-01-01,1970,4908554,Americas,49.923,Medium,1874.298931,Medium,9200097514.955774
Haiti,1982-01-01,1980,5198399,Americas,51.461,Medium,2011.159549,Medium,10454809788.362051
Haiti,1987-01-01,1980,5756203,Americas,53.636,Medium,1823.015995,Medium,10493650139.466986
Haiti,1992-01-01,1990,6326682,Americas,55.089,Medium,1456.309517,Medium,9213607207.632593
Haiti,1997-01-01,1990,6913545,Americas,56.671,Medium,1341.726931,Medium,9276089515.180395
Haiti,2002-01-01,2000,7607651,Americas,58.137,Medium,1270.364932,Medium,9664493045.294731
Haiti,2007-01-01,2000,8502814,Americas,60.916,High,1201.637154,Low,10217297215.951357
Honduras,1952-01-01,1950,1517453,Americas,41.912,Low,2194.926204,Medium,3330697353.0384116
Honduras,1957-01-01,1950,1770390,Americas,44.665,Low,2220.487682,Medium,3931129187.33598
Honduras,1962-01-01,1960,2090162,Americas,48.041,Low,2291.156835,Medium,4788888952.557269
Honduras,1967-01-01,1960,2500689,Americas,50.924,Medium,2538.269358,Medium,6347422262.587662
Honduras,1972-01-01,1970,2965146,Americas,53.884,Medium,2529.842345,Medium,7501351909.90737
Honduras,1977-01-01,1970,3055235,Americas,57.402,Medium,3203.208066,Medium,9786553395.52551
Honduras,1982-01-01,1980,3669448,Americas,60.909,High,3121.760794,Medium,11455138902.021711
Honduras,1987-01-01,1980,4372203,Americas,64.492,High,3023.096699,Medium,13217592456.657898
Honduras,1992-01-01,1990,5077347,Americas,66.399,High,3081.694603,Medium,15646832847.45824
Honduras,1997-01-01,1990,5867957,Americas,67.659,High,3160.454906,Medium,18545413488.847042
Honduras,2002-01-01,2000,6677328,Americas,68.565,High,3099.72866,Medium,20697904973.82048
Honduras,2007-01-01,2000,7483763,Americas,70.198,High,3548.330846,High,26554867097.053497
"Hong Kong, China",1952-01-01,1950,2125900,Asia,60.96,High,3054.421209,Medium,6493394048.2131
"Hong Kong, China",1957-01-01,1950,2736300,Asia,64.75,High,3629.076457,High,9930241909.2891
"Hong Kong, China",1962-01-01,1960,3305200,Asia,67.65,High,4692.648272,High,15510141068.6144
"Hong Kong, China",1967-01-01,1960,3722800,Asia,70.0,High,6197.962814,High,23073775963.9592
"Hong Kong, China",1972-01-01,1970,4115700,Asia,72.0,Very High,8315.928145,High,34225865466.3765
"Hong Kong, China",1977-01-01,1970,4583700,Asia,73.6,Very High,11186.14125,Very High,51273915647.625
"Hong Kong, China",1982-01-01,1980,5264500,Asia,75.45,Very High,14560.53051,Very High,76653912869.895
"Hong Kong, China",1987-01-01,1980,5584510,Asia,76.2,Very High,20038.47269,Very High,111905051122.03189
"Hong Kong, China",1992-01-01,1990,5829696,Asia,77.601,Very High,24757.60301,Very High,144329299236.98495
"Hong Kong, China",1997-01-01,1990,6495918,Asia,80.0,Very High,28377.63219,Very High,184338771740.40042
"Hong Kong, China",2002-01-01,2000,6762476,Asia,81.495,Very High,30209.01516,Very High,204287740003.13614
"Hong Kong, China",2007-01-01,2000,6980412,Asia,82.208,Very High,39724.97867,Very High,277296717807.812
Hungary,1952-01-01,1950,9504000,Europe,64.03,High,5263.673816,High,50025955947.26401
Hungary,1957-01-01,1950,9839000,Europe,66.41,High,6040.180011,High,59429331128.229004
Hungary,1962-01-01,1960,10063000,Europe,67.96,High,7550.359877,High,75979271442.25099
Hungary,1967-01-01,1960,10223422,Europe,69.5,High,9326.64467,Very High,95350224305.46074
Hungary,1972-01-01,1970,10394091,Europe,69.76,High,10168.65611,Very High,105693936955.046
Hungary,1977-01-01,1970,10637171,Europe,69.95,High,11674.83737,Very High,124187241501.88026
Hungary,1982-01-01,1980,10705535,Europe,69.39,High,12545.99066,Very High,134311542120.3031
Hungary,1987-01-01,1980,10612740,Europe,69.58,High,12986.47998,Very High,137822135542.9452
Hungary,1992-01-01,1990,10348684,Europe,69.17,High,10535.62855,Very High,109029890605.3282
Hungary,1997-01-01,1990,10244684,Europe,71.04,Very High,11712.7768,Very High,119993697078.53119
Hungary,2002-01-01,2000,10083313,Europe,72.59,Very High,14843.93556,Very High,149676048403.31027
Hungary,2007-01-01,2000,9956108,Europe,73.338,Very High,18008.94444,Very High,179298995810.63953
Iceland,1952-01-01,1950,147962,Europe,72.49,Very High,7267.688428,High,1075341715.183736
Iceland,1957-01-01,1950,165110,Europe,73.47,Very High,9244.001412,High,1526277073.13532
Iceland,1962-01-01,1960,182053,Europe,73.68,Very High,10350.15906,Very High,1884277507.35018
Iceland,1967-01-01,1960,198676,Europe,73.73,Very High,13319.89568,Very High,2646343594.11968
Iceland,1972-01-01,1970,209275,Europe,74.46,Very High,15798.06362,Very High,3306139764.0755
Iceland,1977-01-01,1970,221823,Europe,76.11,Very High,19654.96247,Very High,4359922739.98281
Iceland,1982-01-01,1980,233997,Europe,76.99,Very High,23269.6075,Very High,5445018346.1775
Iceland,1987-01-01,1980,244676,Europe,77.23,Very High,26923.20628,Very High,6587462419.76528
Iceland,1992-01-01,1990,259012,Europe,78.77,Very High,25144.39201,Very High,6512699263.29412
Iceland,1997-01-01,1990,271192,Europe,78.95,Very High,28061.09966,Very High,7609945738.9947195
Iceland,2002-01-01,2000,288030,Europe,80.5,Very High,31163.20196,Very High,8975937060.5388
Iceland,2007-01-01,2000,301931,Europe,81.757,Very High,36180.78919,Very High,10924101860.925892
India,1952-01-01,1950,372000000,Asia,37.373,Low,546.5657493,Low,203322458739.6
India,1957-01-01,1950,409000000,Asia,40.249,Low,590.061996,Low,241335356364.0
India,1962-01-01,1960,454000000,Asia,43.605,Low,658.3471509,Low,298889606508.6
India,1967-01-01,1960,506000000,Asia,47.193,Low,700.7706107,Low,354589929014.2
India,1972-01-01,1970,567000000,Asia,50.651,Medium,724.032527,Low,410526442809.0
India,1977-01-01,1970,634000000,Asia,54.208,Medium,813.337323,Low,515655862782.0
India,1982-01-01,1980,708000000,Asia,56.596,Medium,855.7235377,Low,605852264691.6
India,1987-01-01,1980,788000000,Asia,58.553,Medium,976.5126756,Low,769491988372.7999
India,1992-01-01,1990,872000000,Asia,60.223,Medium,1164.406809,Low,1015362737448.0
India,1997-01-01,1990,959000000,Asia,61.765,High,1458.817442,Medium,1399005926878.0
India,2002-01-01,2000,1034172547,Asia,62.879,High,1746.769454,Medium,1806461015264.9792
India,2007-01-01,2000,1110396331,Asia,64.698,High,2452.210407,Medium,2722925438772.817
Indonesia,1952-01-01,1950,82052000,Asia,37.468,Low,749.6816546,Low,61512879123.2392
Indonesia,1957-01-01,1950,90124000,Asia,39.918,Low,858.9002707,Low,77407527996.5668
Indonesia,1962-01-01,1960,99028000,Asia,42.518,Low,849.2897701,Low,84103467353.4628
Indonesia,1967-01-01,1960,109343000,Asia,45.964,Low,762.4317721,Low,83366577256.7303
Indonesia,1972-01-01,1970,121282000,Asia,49.203,Medium,1111.107907,Low,134757389176.774
Indonesia,1977-01-01,1970,136725000,Asia,52.702,Medium,1382.702056,Medium,189049938606.6
Indonesia,1982-01-01,1980,153343000,Asia,56.159,Medium,1516.872988,Medium,232601854598.884
Indonesia,1987-01-01,1980,169276000,Asia,60.137,Medium,1748.356961,Medium,295954872930.236
Indonesia,1992-01-01,1990,184816000,Asia,62.681,High,2383.140898,Medium,440442568204.768
Indonesia,1997-01-01,1990,199278000,Asia,66.041,High,3119.335603,Medium,621614960294.634
Indonesia,2002-01-01,2000,211060000,Asia,68.588,High,2873.91287,Medium,606568050342.2001
Indonesia,2007-01-01,2000,223547000,Asia,70.65,High,3540.651564,High,791502035177.5079
Iran,1952-01-01,1950,17272000,Asia,44.869,Low,3035.326002,Medium,52426150706.544
Iran,1957-01-01,1950,19792000,Asia,47.181,Low,3290.257643,Medium,65120779270.256
Iran,1962-01-01,1960,22874000,Asia,49.325,Medium,4187.329802,High,95780981890.948
Iran,1967-01-01,1960,26538000,Asia,52.469,Medium,5906.731805,High,156752848641.09
Iran,1972-01-01,1970,30614000,Asia,55.234,Medium,9613.818607,Very High,294317442834.698
Iran,1977-01-01,1970,35480679,Asia,57.702,Medium,11888.59508,Very High,421815425794.4593
Iran,1982-01-01,1980,43072751,Asia,59.62,Medium,7608.334602,High,327711901836.6301
Iran,1987-01-01,1980,51889696,Asia,63.04,High,6642.881371,High,344697094905.25323
Iran,1992-01-01,1990,60397973,Asia,65.742,High,7235.653188,High,437018785886.1879
Iran,1997-01-01,1990,63327987,Asia,68.042,High,8263.590301,High,523316539155.0541
Iran,2002-01-01,2000,66907826,Asia,69.451,High,9240.761975,High,618279294330.7163
Iran,2007-01-01,2000,69453570,Asia,70.964,Very High,11605.71449,Very High,806058303731.2294
Iraq,1952-01-01,1950,5441766,Asia,45.32,Low,4129.766056,High,22473220511.4949
Iraq,1957-01-01,1950,6248643,Asia,48.437,Medium,6229.333562,High,38924881556.85636
Iraq,1962-01-01,1960,7240260,Asia,51.457,Medium,8341.737815,High,60396350632.4319
Iraq,1967-01-01,1960,8519282,Asia,54.459,Medium,8931.459811,High,76089624801.57571
Iraq,1972-01-01,1970,10061506,Asia,56.95,Medium,9576.037596,Very High,96349359728.37958
Iraq,1977-01-01,1970,11882916,Asia,60.413,Medium,14688.23507,Very High,174539063525.06412
Iraq,1982-01-01,1980,14173318,Asia,62.038,High,14517.90711,Very High,205766914164.49097
Iraq,1987-01-01,1980,16543189,Asia,65.044,High,11643.57268,Very High,192621823480.4765
Iraq,1992-01-01,1990,17861905,Asia,59.461,Medium,3745.640687,High,66904278115.328735
Iraq,1997-01-01,1990,20775703,Asia,58.811,Medium,3076.239795,Medium,63911044337.70088
Iraq,2002-01-01,2000,24001816,Asia,57.046,Medium,4390.717312,High,105385189030.63858
Iraq,2007-01-01,2000,27499638,Asia,59.545,Medium,4471.061906,High,122952583890.59003
Ireland,1952-01-01,1950,2952156,Europe,66.91,High,5210.280328,High,15381560331.987167
Ireland,1957-01-01,1950,2878220,Europe,68.9,High,5599.077872,High,16115377912.747839
Ireland,1962-01-01,1960,2830000,Europe,70.29,High,6631.597314,High,18767420398.62
Ireland,1967-01-01,1960,2900100,Europe,71.08,Very High,7655.568963,High,22201915549.5963
Ireland,1972-01-01,1970,3024400,Europe,71.28,Very High,9530.772896,Very High,28824869546.662403
Ireland,1977-01-01,1970,3271900,Europe,72.03,Very High,11150.98113,Very High,36484895159.247
Ireland,1982-01-01,1980,3480000,Europe,73.1,Very High,12618.32141,Very High,43911758506.8
Ireland,1987-01-01,1980,3539900,Europe,74.36,Very High,13872.86652,Very High,49108560194.147995
Ireland,1992-01-01,1990,3557761,Europe,75.467,Very High,17558.81555,Very High,62470069169.98355
Ireland,1997-01-01,1990,3667233,Europe,76.122,Very High,24521.94713,Very High,89927693739.3913
Ireland,2002-01-01,2000,3879155,Europe,77.783,Very High,34077.04939,Very High,132190156526.46545
Ireland,2007-01-01,2000,4109086,Europe,78.885,Very High,40675.99635,Very High,167141167137.8361
Israel,1952-01-01,1950,1620914,Asia,65.39,High,4086.522128,High,6623900928.584992
Israel,1957-01-01,1950,1944401,Asia,67.84,High,5385.278451,High,10471140805.402851
Israel,1962-01-01,1960,2310904,Asia,69.39,High,7105.630706,High,16420430421.018225
Israel,1967-01-01,1960,2693585,Asia,70.75,High,8393.741404,High,22609255939.69334
Israel,1972-01-01,1970,3095893,Asia,71.63,Very High,12786.93223,Very High,39586973982.33139
Israel,1977-01-01,1970,3495918,Asia,73.06,Very High,13306.61921,Very High,46518849615.38478
Israel,1982-01-01,1980,3858421,Asia,74.45,Very High,15367.0292,Very High,59292468172.8932
Israel,1987-01-01,1980,4203148,Asia,75.6,Very High,17122.47986,Very High,71968316978.59927
Israel,1992-01-01,1990,4936550,Asia,76.93,Very High,18051.52254,Very High,89112243594.837
Israel,1997-01-01,1990,5531387,Asia,78.269,Very High,20896.60924,Very High,115587232694.21588
Israel,2002-01-01,2000,6029529,Asia,79.696,Very High,21905.59514,Very High,132080421158.88907
Israel,2007-01-01,2000,6426679,Asia,80.745,Very High,25523.2771,Very High,164029908949.7509
Italy,1952-01-01,1950,47666000,Europe,65.94,High,4931.404155,High,235060310452.23
Italy,1957-01-01,1950,49182000,Europe,67.81,High,6248.656232,High,307321410802.224
Italy,1962-01-01,1960,50843200,Europe,69.24,High,8243.58234,High,419130105629.088
Italy,1967-01-01,1960,52667100,Europe,71.06,Very High,10022.40131,Very High,527850812033.90094
Italy,1972-01-01,1970,54365564,Europe,72.19,Very High,12269.27378,Very High,667025988920.1119
Italy,1977-01-01,1970,56059245,Europe,73.48,Very High,14255.98475,Very High,799179741816.5137
Italy,1982-01-01,1980,56535636,Europe,74.98,Very High,16537.4835,Very High,934957147512.0059
Italy,1987-01-01,1980,56729703,Europe,76.42,Very High,19207.23482,Very High,1089620726789.8585
Italy,1992-01-01,1990,56840847,Europe,77.44,Very High,22013.64486,Very High,1251274219399.5964
Italy,1997-01-01,1990,57479469,Europe,78.82,Very High,24675.02446,Very High,1418307303522.8118
Italy,2002-01-01,2000,57926999,Europe,80.24,Very High,27968.09817,Very High,1620107994725.492
Italy,2007-01-01,2000,58147733,Europe,80.546,Very High,28569.7197,Very High,1661264433000.4402
Jamaica,1952-01-01,1950,1426095,Americas,58.53,Medium,2898.530881,Medium,4133580396.739695
Jamaica,1957-01-01,1950,1535090,Americas,62.61,High,4756.525781,High,7301695161.155291
Jamaica,1962-01-01,1960,1665128,Americas,65.61,High,5246.107524,High,8735440529.223072
Jamaica,1967-01-01,1960,1861096,Americas,67.51,High,6124.703451,High,11398661093.842297
Jamaica,1972-01-01,1970,1997616,Americas,69.0,High,7433.889293,High,14850056193.925488
Jamaica,1977-01-01,1970,2156814,Americas,70.11,High,6650.195573,High,14343234914.584421
Jamaica,1982-01-01,1980,2298309,Americas,71.21,Very High,6068.05135,High,13946257030.167149
Jamaica,1987-01-01,1980,2326606,Americas,71.77,Very High,6351.237495,High,14776827263.291971
Jamaica,1992-01-01,1990,2378618,Americas,71.766,Very High,7404.923685,High,17613484765.76733
Jamaica,1997-01-01,1990,2531311,Americas,72.262,Very High,7121.924704,High,18027806344.406944
Jamaica,2002-01-01,2000,2664659,Americas,72.047,Very High,6994.774861,High,18638689786.3374
Jamaica,2007-01-01,2000,2780132,Americas,72.567,Very High,7320.880262,High,20353013484.554585
Japan,1952-01-01,1950,86459025,Asia,63.03,High,3216.956347,Medium,278134909229.18164
Japan,1957-01-01,1950,91563009,Asia,65.5,High,4317.694365,High,395341088001.7443
Japan,1962-01-01,1960,95831757,Asia,68.73,High,6576.649461,High,630251873020.733
Japan,1967-01-01,1960,100825279,Asia,71.43,Very High,9847.788607,Very High,992906033833.7964
Japan,1972-01-01,1970,107188273,Asia,73.42,Very High,14778.78636,Very High,1584112586964.3562
Japan,1977-01-01,1970,113872473,Asia,75.38,Very High,16610.37701,Very High,1891464707591.0457
Japan,1982-01-01,1980,118454974,Asia,77.11,Very High,19384.10571,Very High,2296143737891.302
Japan,1987-01-01,1980,122091325,Asia,78.67,Very High,22375.94189,Very High,2731908393473.104
Japan,1992-01-01,1990,124329269,Asia,79.36,Very High,26824.89511,Very High,3335119600027.9746
Japan,1997-01-01,1990,125956499,Asia,80.69,Very High,28816.58499,Very High,3629636158476.35
Japan,2002-01-01,2000,127065841,Asia,82.0,Very High,28604.5919,Very High,3634666526235.2876
Japan,2007-01-01,2000,127467972,Asia,82.603,Very High,31656.06806,Very High,4035134797102.1743
Jordan,1952-01-01,1950,607914,Asia,43.158,Low,1546.907807,Medium,940386912.5845981
Jordan,1957-01-01,1950,746559,Asia,45.669,Low,1886.080591,Medium,1408070439.936369
Jordan,1962-01-01,1960,933559,Asia,48.126,Low,2348.009158,Medium,2192005081.533322
Jordan,1967-01-01,1960,1255058,Asia,51.629,Medium,2741.796252,Medium,3441113320.442616
Jordan,1972-01-01,1970,1613551,Asia,56.528,Medium,2110.856309,Medium,3405974308.2432585
Jordan,1977-01-01,1970,1937652,Asia,61.134,High,2852.351568,Medium,5526864720.438336
Jordan,1982-01-01,1980,2347031,Asia,63.739,High,4161.415959,High,9766972259.667728
Jordan,1987-01-01,1980,2820042,Asia,65.869,High,4448.679912,High,12545464196.396303
Jordan,1992-01-01,1990,3867409,Asia,68.015,High,3431.593647,Medium,13271376154.750624
Jordan,1997-01-01,1990,4526235,Asia,69.772,High,3645.379572,High,16499844607.071419
Jordan,2002-01-01,2000,5307470,Asia,71.263,Very High,3844.917194,High,20406782659.63918
Jordan,2007-01-01,2000,6053193,Asia,72.535,Very High,4519.461171,High,27357170724.069004
Kenya,1952-01-01,1950,6464046,Africa,42.27,Low,853.540919,Low,5517327763.298274
Kenya,1957-01-01,1950,7454779,Africa,44.686,Low,944.4383152,Low,7040578918.948341
Kenya,1962-01-01,1960,8678557,Africa,47.949,Low,896.9663732,Low,7784373796.899472
Kenya,1967-01-01,1960,10191512,Africa,50.654,Medium,1056.736457,Low,10769742282.352983
Kenya,1972-01-01,1970,12044785,Africa,53.559,Medium,1222.359968,Medium,14723063007.16688
Kenya,1977-01-01,1970,14500404,Africa,56.155,Medium,1267.613204,Medium,18380903573.734417
Kenya,1982-01-01,1980,17661452,Africa,58.766,Medium,1348.225791,Medium,23811625092.908535
Kenya,1987-01-01,1980,21198082,Africa,59.339,Medium,1361.936856,Medium,28870449152.310192
Kenya,1992-01-01,1990,25020539,Africa,59.285,Medium,1341.921721,Medium,33575604755.22762
Kenya,1997-01-01,1990,28263827,Africa,54.407,Medium,1360.485021,Medium,38452513269.63537
Kenya,2002-01-01,2000,31386842,Africa,50.992,Medium,1287.514732,Medium,40411021465.956345
Kenya,2007-01-01,2000,35610177,Africa,54.11,Medium,1463.249282,Medium,52106565927.142914
"Korea, Dem. Rep.",1952-01-01,1950,8865488,Asia,50.056,Medium,1088.277758,Low,9648113404.215904
"Korea, Dem. Rep.",1957-01-01,1950,9411381,Asia,54.081,Medium,1571.134655,Medium,14786546840.508556
"Korea, Dem. Rep.",1962-01-01,1960,10917494,Asia,56.656,Medium,1621.693598,Medium,17704830126.003414
"Korea, Dem. Rep.",1967-01-01,1960,12617009,Asia,59.942,Medium,2143.540609,Medium,27045071155.618484
"Korea, Dem. Rep.",1972-01-01,1970,14781241,Asia,63.983,High,3701.621503,High,54714559526.62522
"Korea, Dem. Rep.",1977-01-01,1970,16325320,Asia,67.159,High,4106.301249,High,67036681906.324684
"Korea, Dem. Rep.",1982-01-01,1980,17647518,Asia,69.1,High,4106.525293,High,72469979025.67278
"Korea, Dem. Rep.",1987-01-01,1980,19067554,Asia,70.647,High,4106.492315,High,78300763966.84752
"Korea, Dem. Rep.",1992-01-01,1990,20711375,Asia,69.978,High,3726.063507,High,77171898567.29211
"Korea, Dem. Rep.",1997-01-01,1990,21585105,Asia,67.727,High,1690.756814,Medium,36495163359.65547
"Korea, Dem. Rep.",2002-01-01,2000,22215365,Asia,66.662,High,1646.758151,Medium,36583333391.19012
"Korea, Dem. Rep.",2007-01-01,2000,23301725,Asia,67.297,High,1593.06548,Medium,37121173721.953
"Korea, Rep.",1952-01-01,1950,20947571,Asia,47.453,Low,1030.592226,Low,21588403826.183044
"Korea, Rep.",1957-01-01,1950,22611552,Asia,52.681,Medium,1487.593537,Medium,33636798616.73942
"Korea, Rep.",1962-01-01,1960,26420307,Asia,55.292,Medium,1536.344387,Medium,40590690362.266815
"Korea, Rep.",1967-01-01,1960,30131000,Asia,57.716,Medium,2029.228142,Medium,61142673146.602
"Korea, Rep.",1972-01-01,1970,33505000,Asia,62.612,High,3030.87665,Medium,101549522158.25
"Korea, Rep.",1977-01-01,1970,36436000,Asia,64.766,High,4657.22102,High,169690505084.72
"Korea, Rep.",1982-01-01,1980,39326000,Asia,67.123,High,5622.942464,High,221127835339.26398
"Korea, Rep.",1987-01-01,1980,41622000,Asia,69.81,High,8533.088805,High,355164222241.70996
"Korea, Rep.",1992-01-01,1990,43805450,Asia,72.244,Very High,12104.27872,Very High,530233376255.024
"Korea, Rep.",1997-01-01,1990,46173816,Asia,74.647,Very High,15993.52796,Very High,738482217215.8954
"Korea, Rep.",2002-01-01,2000,47969150,Asia,77.045,Very High,19233.98818,Very High,922638064104.647
"Korea, Rep.",2007-01-01,2000,49044790,Asia,78.623,Very High,23348.13973,Very High,1145104609948.5066
Kuwait,1952-01-01,1950,160000,Asia,55.565,Medium,108382.3529,Very High,17341176464.0
Kuwait,1957-01-01,1950,212846,Asia,58.033,Medium,113523.1329,Very High,24162944745.2334
Kuwait,1962-01-01,1960,358266,Asia,60.47,Medium,95458.11176,Very High,34199395867.80816
Kuwait,1967-01-01,1960,575003,Asia,64.624,High,80894.88326,Very High,46514800559.14978
Kuwait,1972-01-01,1970,841934,Asia,67.712,High,109347.867,Very High,92063687054.778
Kuwait,1977-01-01,1970,1140357,Asia,69.343,High,59265.47714,Very High,67583801714.93898
Kuwait,1982-01-01,1980,1497494,Asia,71.309,Very High,31354.03573,Very High,46952480381.46062
Kuwait,1987-01-01,1980,1891487,Asia,74.174,Very High,28118.42998,Very High,53185644767.58026
Kuwait,1992-01-01,1990,1418095,Asia,75.19,Very High,34932.91959,Very High,49538198605.98105
Kuwait,1997-01-01,1990,1765345,Asia,76.156,Very High,40300.61996,Very High,71144497943.28621
Kuwait,2002-01-01,2000,2111561,Asia,76.904,Very High,35110.10566,Very High,74137129817.53526
Kuwait,2007-01-01,2000,2505559,Asia,77.588,Very High,47306.98978,Very High,118530454006.18703
